,index,datetime,xr,yr,zr,dtr_GPS,dtr_GAL,in_view_sat,dtr
97,0,2021-05-06 08:05:00,4642431.29508246,1028629.962318296,4236855.270301275,6.7194965555961506e-09,8.348274574983076e-08,16,7.676324919423461e-08
98,0,2021-05-06 08:10:00,4642431.926081493,1028629.9885252776,4236855.320099249,9.322065809493858e-09,8.678523209982025e-08,16,7.74631662903264e-08
99,0,2021-05-06 08:15:00,4642431.525576801,1028630.11826238,4236855.433100123,6.4895372137708725e-09,8.482198053536922e-08,17,7.833244332159835e-08
100,0,2021-05-06 08:20:00,4642431.424637241,1028629.878521359,4236855.32950588,5.979272972724182e-09,8.351612479335261e-08,15,7.753685182062843e-08
101,0,2021-05-06 08:25:00,4642432.512075552,1028630.2862707943,4236855.8596240245,1.0368655262100278e-08,8.810292704345692e-08,14,7.773427178135665e-08
102,0,2021-05-06 08:30:00,4642431.769328168,1028630.3080906625,4236855.607419132,1.2631929171485952e-08,9.029155186626824e-08,15,7.76596226947823e-08
103,0,2021-05-06 08:35:00,4642431.60451137,1028630.0400469404,4236855.543209031,1.3957256452361009e-08,9.272139045312497e-08,15,7.876413400076396e-08
104,0,2021-05-06 08:40:00,4642431.48272297,1028630.3989201185,4236855.28949336,7.728033686010474e-09,8.611095929889791e-08,15,7.838292561288743e-08
105,0,2021-05-06 08:45:00,4642431.740227819,1028630.3104095875,4236855.782234297,1.0164053440434027e-08,8.790819263160849e-08,15,7.774413919117446e-08
106,0,2021-05-06 08:50:00,4642431.544543789,1028630.4923904933,4236854.86591937,8.843192303745932e-09,8.402959334123605e-08,11,7.518640103749012e-08
107,0,2021-05-06 08:55:00,4642432.4192856755,1028630.7404830072,4236854.155882882,1.1878113777877672e-08,8.62624318084875e-08,10,7.438431803060984e-08
108,0,2021-05-06 09:00:00,4642432.39364426,1028630.5438138033,4236855.655388715,1.3016819007877271e-08,9.129122149099472e-08,14,7.827440248311745e-08
109,0,2021-05-06 09:05:00,4642432.296434666,1028630.1488666274,4236855.654621721,1.2370713143017753e-08,9.079826366306955e-08,15,7.842755052005179e-08
110,0,2021-05-06 09:10:00,4642431.890533712,1028630.4370731858,4236855.545012451,1.636731108466859e-08,9.61727870516368e-08,15,7.980547596696821e-08
111,0,2021-05-06 09:15:00,4642432.2299095215,1028630.261792938,4236856.027209851,1.5478331278371897e-08,9.371428976134743e-08,15,7.823595848297553e-08
112,0,2021-05-06 09:20:00,4642431.672083015,1028630.4349172162,4236855.439837378,1.5950891828140655e-08,9.543639147874343e-08,15,7.948549965060277e-08
113,0,2021-05-06 09:25:00,4642431.638327215,1028630.2947338739,4236855.9593603425,1.3934400485993547e-08,9.236416710274464e-08,15,7.842976661675109e-08
114,0,2021-05-06 09:30:00,4642431.381385421,1028630.2021455076,4236855.585281866,1.7008584933163797e-08,9.526170514583669e-08,15,7.825312021267289e-08
115,0,2021-05-06 09:35:00,4642431.5501708295,1028630.0830863197,4236855.372176564,1.6057794249181014e-08,9.543294383973885e-08,15,7.937514959055783e-08
116,0,2021-05-06 09:40:00,4642430.39861227,1028629.83219918,4236854.867864044,1.497211820652943e-08,9.399665054867419e-08,14,7.902453234214475e-08
117,0,2021-05-06 09:45:00,4642430.781501744,1028630.160822513,4236855.09445616,1.671728429626298e-08,9.674035748178428e-08,14,8.00230731855213e-08
118,0,2021-05-06 09:50:00,4642430.677176565,1028629.6546762001,4236855.089294155,1.690631519650496e-08,9.612435952560278e-08,13,7.921804432909782e-08
119,0,2021-05-06 09:55:00,4642430.093010799,1028629.3963996392,4236854.655271716,1.632216115958378e-08,9.468966122627802e-08,13,7.836750006669424e-08
120,0,2021-05-06 10:00:00,4642430.155986743,1028629.6243215433,4236854.965113082,1.8955087183792496e-08,9.895706350511969e-08,11,8.000197632132719e-08
121,0,2021-05-06 10:05:00,4642430.473864685,1028629.0938348426,4236854.983368926,1.9127775103398594e-08,9.875519154380626e-08,11,7.962741644040766e-08
122,0,2021-05-06 10:10:00,4642429.910421294,1028628.757148621,4236854.655761633,1.831887412474999e-08,9.69009306209704e-08,14,7.858205649622041e-08
123,0,2021-05-06 10:15:00,4642429.583945384,1028629.0375674816,4236854.980995972,1.805632684647463e-08,9.806013454166238e-08,13,8.000380769518775e-08
124,0,2021-05-06 10:20:00,4642429.039417136,1028628.5881835215,4236854.261342137,1.4026750938303216e-08,9.373330165602419e-08,13,7.970655071772098e-08
125,0,2021-05-06 10:25:00,4642428.05269441,1028628.1866391085,4236853.80292234,1.2650042445747943e-08,9.135895554319142e-08,12,7.870891309744347e-08
126,0,2021-05-06 10:30:00,4642429.041856389,1028628.4046766866,4236854.035725227,1.2451536092635863e-08,9.187639106114897e-08,12,7.942485496851311e-08
127,0,2021-05-06 10:35:00,4642430.141903869,1028628.9785258382,4236854.614752909,1.6418448153169364e-08,9.58053788592766e-08,13,7.938693070610724e-08
128,0,2021-05-06 10:40:00,4642430.651148517,1028628.9951220384,4236854.309432511,1.3994667984911354e-08,9.378023074715331e-08,14,7.978556276224195e-08
129,0,2021-05-06 10:45:00,4642431.385950158,1028629.0530166917,4236855.319549104,1.6886301419332653e-08,9.698435889614644e-08,14,8.009805747681379e-08
130,0,2021-05-06 10:50:00,4642431.407811785,1028629.2594641562,4236854.684774974,1.5111263650420963e-08,9.402014985469027e-08,14,7.89088862042693e-08
131,0,2021-05-06 10:55:00,4642431.765403077,1028628.9197677439,4236855.049381667,1.7612311403286947e-08,9.649606032365507e-08,15,7.888374892036813e-08
